"ano","cve_mun","delitos"
2022,"14081",1
2023,"14081",2
2024,"14081",2
2025,"14081",0
2014,"14082",1.93868233410943
2015,"14082",10
2016,"14082",10
2017,"14082",11
2018,"14082",14
2019,"14082",7
2020,"14082",16
2021,"14082",9
2022,"14082",11
2023,"14082",9
2024,"14082",14
2025,"14082",9
2014,"14083",22.2948468422584
2015,"14083",25
2016,"14083",21
2017,"14083",23
2018,"14083",30
2019,"14083",24
2020,"14083",26
2021,"14083",28
2022,"14083",21
2023,"14083",34
2024,"14083",26
2025,"14083",20
2014,"14084",0.969341167054715
2015,"14084",4
2016,"14084",8
2017,"14084",1
2018,"14084",0
2019,"14084",0
2020,"14084",2
2021,"14084",1
2022,"14084",3
2023,"14084",3
2024,"14084",0
2025,"14084",5
2014,"14085",13.570776338766
2015,"14085",15
2016,"14085",6
2017,"14085",10
2018,"14085",6
2019,"14085",11
2020,"14085",8
2021,"14085",4
2022,"14085",13
2023,"14085",9
2024,"14085",5
2025,"14085",3
2014,"14086",1.93868233410943
2015,"14086",5
2016,"14086",3
2017,"14086",5
2018,"14086",4
2019,"14086",2
2020,"14086",2
2021,"14086",4
2022,"14086",2
2023,"14086",6
2024,"14086",3
2025,"14086",0
2014,"14087",5.81604700232829
2015,"14087",3
2016,"14087",3
2017,"14087",5
2018,"14087",5
2019,"14087",2
2020,"14087",5
2021,"14087",3
2022,"14087",0
2023,"14087",1
2024,"14087",3
2025,"14087",1
2014,"14088",3.87736466821886
2015,"14088",4
2016,"14088",12
2017,"14088",4
2018,"14088",3
2019,"14088",7
2020,"14088",5
2021,"14088",6
2022,"14088",10
2023,"14088",3
2024,"14088",4
2025,"14088",6
2014,"14089",0.969341167054715
2015,"14089",0
2016,"14089",3
2017,"14089",4
2018,"14089",3
2019,"14089",3
2020,"14089",3
2021,"14089",5
2022,"14089",3
2023,"14089",1
2024,"14089",1
2025,"14089",3
2014,"14090",0
2015,"14090",1
2016,"14090",0
2017,"14090",2
2018,"14090",4
2019,"14090",2
2020,"14090",0
2021,"14090",1
2022,"14090",2
2023,"14090",2
2024,"14090",1
2025,"14090",0
2014,"14091",4.84670583527357
2015,"14091",5
2016,"14091",7
2017,"14091",7
2018,"14091",9
2019,"14091",9
2020,"14091",4
2021,"14091",12
2022,"14091",9
2023,"14091",7
2024,"14091",4
2025,"14091",38
2014,"14092",0.969341167054715
2015,"14092",4
2016,"14092",5
2017,"14092",1
2018,"14092",4
2019,"14092",3
2020,"14092",1
2021,"14092",6
2022,"14092",5
2023,"14092",3
2024,"14092",4
2025,"14092",7
2011,"14093",32.9575996798603
2012,"14093",31.9882585128056
2013,"14093",0
2014,"14093",35.8656231810244
2015,"14093",33
2016,"14093",34
2017,"14093",46
2018,"14093",39
2019,"14093",35
2020,"14093",32
2021,"14093",30
2022,"14093",38
2023,"14093",58
2024,"14093",40
2025,"14093",32
2014,"14094",15.5094586728754
2015,"14094",11
2016,"14094",15
2017,"14094",13
2018,"14094",15
2019,"14094",14
2020,"14094",10
2021,"14094",17
2022,"14094",22
2023,"14094",19
2024,"14094",11
2025,"14094",9
2014,"14095",1.93868233410943
2015,"14095",4
2016,"14095",5
2017,"14095",4
2018,"14095",2
2019,"14095",3
2020,"14095",2
2021,"14095",1
2022,"14095",4
2023,"14095",5
2024,"14095",0
2025,"14095",2
2014,"14096",4.84670583527357
2015,"14096",2
2016,"14096",9
2017,"14096",0
2018,"14096",3
2019,"14096",3
2020,"14096",0
2021,"14096",4
2022,"14096",15
2023,"14096",9
2024,"14096",4
2025,"14096",2
2011,"14097",108.566210710128
2012,"14097",101.780822540745
2013,"14097",115.351598879511
2014,"14097",119.22896354773
2015,"14097",114
2016,"14097",161
2017,"14097",186
2018,"14097",299
2019,"14097",302
2020,"14097",285
2021,"14097",300
2022,"14097",362
2023,"14097",328
2024,"14097",364
2025,"14097",225
2011,"14098",133.769081053551
2012,"14098",173.512068902794
2013,"14098",138.615786888824
2014,"14098",151.217222060536
2015,"14098",125
2016,"14098",153
2017,"14098",207
2018,"14098",391
2019,"14098",342
2020,"14098",349
2021,"14098",346
2022,"14098",327
2023,"14098",348
2024,"14098",341
2025,"14098",281
2014,"14099",3.87736466821886
2015,"14099",1
2016,"14099",3
2017,"14099",1
2018,"14099",2
2019,"14099",2
2020,"14099",2
2021,"14099",4
2022,"14099",2
2023,"14099",2
2024,"14099",4
2025,"14099",2
2014,"14100",16.4787998399302
2015,"14100",15
2016,"14100",22
2017,"14100",16
2018,"14100",14
2019,"14100",7
2020,"14100",10
2021,"14100",11
2022,"14100",17
2023,"14100",4
2024,"14100",4
2025,"14100",9
2011,"14101",73.6699286961583
2012,"14101",99.8421402066356
2013,"14101",83.3633403667055
2014,"14101",88.210046201979
2015,"14101",86
2016,"14101",95
2017,"14101",171
2018,"14101",171
2019,"14101",218
2020,"14101",206
2021,"14101",228
2022,"14101",162
2023,"14101",127
2024,"14101",161
2025,"14101",159
2014,"14102",3.87736466821886
2015,"14102",0
2016,"14102",1
2017,"14102",0
2018,"14102",3
2019,"14102",1
2020,"14102",4
2021,"14102",3
2022,"14102",1
2023,"14102",2
2024,"14102",2
2025,"14102",1
2014,"14103",4.84670583527357
2015,"14103",0
2016,"14103",3
2017,"14103",2
2018,"14103",2
2019,"14103",4
2020,"14103",1
2021,"14103",0
2022,"14103",2
2023,"14103",0
2024,"14103",0
2025,"14103",1
2014,"14104",0.969341167054715
2015,"14104",0
2016,"14104",0
2017,"14104",1
2018,"14104",1
2019,"14104",4
2020,"14104",2
2021,"14104",0
2022,"14104",0
2023,"14104",0
2024,"14104",0
2025,"14104",0
2014,"14105",8.72407050349243
2015,"14105",12
2016,"14105",11
2017,"14105",11
2018,"14105",8
2019,"14105",8
2020,"14105",9
2021,"14105",7
2022,"14105",6
2023,"14105",9
2024,"14105",9
2025,"14105",1
2014,"14106",0.969341167054715
2015,"14106",0
2016,"14106",1
2017,"14106",1
2018,"14106",2
2019,"14106",0
2020,"14106",1
2021,"14106",1
2022,"14106",0
2023,"14106",1
2024,"14106",0
2025,"14106",2
2014,"14107",0.969341167054715
2015,"14107",6
2016,"14107",4
2017,"14107",3
2018,"14107",2
2019,"14107",6
2020,"14107",5
2021,"14107",3
2022,"14107",15
2023,"14107",7
2024,"14107",2
2025,"14107",2
2014,"14108",6.785388169383
2015,"14108",18
2016,"14108",12
2017,"14108",2
2018,"14108",5
2019,"14108",10
2020,"14108",18
2021,"14108",9
2022,"14108",8
2023,"14108",10
2024,"14108",6
2025,"14108",6
2014,"14109",7.75472933643772
2015,"14109",3
2016,"14109",4
2017,"14109",9
2018,"14109",12
2019,"14109",9
2020,"14109",7
2021,"14109",5
2022,"14109",8
2023,"14109",3
2024,"14109",10
2025,"14109",3
2014,"14110",5.81604700232829
2015,"14110",5
2016,"14110",6
2017,"14110",5
2018,"14110",4
2019,"14110",8
2020,"14110",2
2021,"14110",2
2022,"14110",3
2023,"14110",6
2024,"14110",7
2025,"14110",3
2014,"14111",2.90802350116414
2015,"14111",4
2016,"14111",2
2017,"14111",6
2018,"14111",5
2019,"14111",5
2020,"14111",2
2021,"14111",2
2022,"14111",1
2023,"14111",7
2024,"14111",4
2025,"14111",5
2014,"14112",1.93868233410943
2015,"14112",1
2016,"14112",2
2017,"14112",3
2018,"14112",3
2019,"14112",0
2020,"14112",1
2021,"14112",3
2022,"14112",9
2023,"14112",2
2024,"14112",2
2025,"14112",1
2014,"14113",1.93868233410943
2015,"14113",5
2016,"14113",2
2017,"14113",5
2018,"14113",5
2019,"14113",9
2020,"14113",5
2021,"14113",0
2022,"14113",6
2023,"14113",6
2024,"14113",5
2025,"14113",5
2014,"14114",1.93868233410943
2015,"14114",0
2016,"14114",5
2017,"14114",7
2018,"14114",2
2019,"14114",4
2020,"14114",5
2021,"14114",0
2022,"14114",4
2023,"14114",9
2024,"14114",1
2025,"14114",7
2014,"14115",3.87736466821886
2015,"14115",2
2016,"14115",4
2017,"14115",1
2018,"14115",1
2019,"14115",2
2020,"14115",2
2021,"14115",2
2022,"14115",4
2023,"14115",0
2024,"14115",1
2025,"14115",1
2014,"14116",2.90802350116414
2015,"14116",1
2016,"14116",0
2017,"14116",1
2018,"14116",4
2019,"14116",4
2020,"14116",8
2021,"14116",5
2022,"14116",4
2023,"14116",3
2024,"14116",3
2025,"14116",5
2014,"14117",0
2015,"14117",0
2016,"14117",3
2017,"14117",1
2018,"14117",0
2019,"14117",0
2020,"14117",0
2021,"14117",0
2022,"14117",3
2023,"14117",1
2024,"14117",2
2025,"14117",1
2014,"14118",3.87736466821886
2015,"14118",9
2016,"14118",8
2017,"14118",3
2018,"14118",3
2019,"14118",3
2020,"14118",7
2021,"14118",3
2022,"14118",7
2023,"14118",2
2024,"14118",2
2025,"14118",3
2014,"14119",13.570776338766
2015,"14119",5
2016,"14119",12
2017,"14119",15
2018,"14119",12
2019,"14119",6
2020,"14119",16
2021,"14119",10
2022,"14119",4
2023,"14119",8
2024,"14119",11
2025,"14119",7
2011,"14120",301.465102954016
2012,"14120",261.722115104773
2013,"14120",269.476844441211
2014,"14120",210.347033250873
2015,"14120",242
2016,"14120",238
2017,"14120",273
2018,"14120",272
2019,"14120",329
2020,"14120",322
2021,"14120",313
2022,"14120",297
2023,"14120",282
2024,"14120",251
2025,"14120",240
2014,"14121",9.69341167054715
2015,"14121",10
2016,"14121",5
2017,"14121",13
2018,"14121",14
2019,"14121",10
2020,"14121",7
2021,"14121",7
2022,"14121",14
2023,"14121",8
2024,"14121",9
2025,"14121",10
2014,"14122",1.93868233410943
2015,"14122",0
2016,"14122",3
2017,"14122",3
2018,"14122",0
2019,"14122",5
2020,"14122",0
2021,"14122",1
2022,"14122",0
2023,"14122",1
2024,"14122",2
2025,"14122",0
2014,"14123",5.81604700232829
2015,"14123",4
2016,"14123",9
2017,"14123",8
2018,"14123",5
2019,"14123",4
2020,"14123",4
2021,"14123",4
2022,"14123",4
2023,"14123",5
2024,"14123",8
2025,"14123",3
2014,"14124",26.1722115104773
2015,"14124",35
2016,"14124",36
2017,"14124",25
2018,"14124",27
2019,"14124",24
2020,"14124",20
2021,"14124",21
2022,"14124",26
2023,"14124",37
2024,"14124",26
2025,"14124",24
2014,"14125",2.90802350116414
2015,"14125",4
2016,"14125",2
2017,"14125",7
2018,"14125",8
2019,"14125",3
2020,"14125",7
2021,"14125",7
2022,"14125",4
2023,"14125",7
2024,"14125",6
2025,"14125",3
2014,"14998",4.84670583527357
2015,"14998",6
2016,"14998",29
2017,"14998",9
2018,"14998",8
2019,"14998",14
2020,"14998",4
2021,"14998",0
2022,"14998",1
2023,"14998",2
2024,"14998",0
2025,"14998",0
2011,"15001",22.2948468422584
2012,"15001",18.4174821740396
2013,"15001",8.72407050349243
2014,"15001",4.84670583527357
2015,"15001",3
2016,"15001",9
2017,"15001",5
2018,"15001",12
2019,"15001",9
2020,"15001",25
2021,"15001",22
2022,"15001",23
2023,"15001",17
2024,"15001",19
2025,"15001",12
2011,"15002",17.4481410069849
2012,"15002",20.356164508149
2013,"15002",29.0802350116414
2014,"15002",34.8962820139697
2015,"15002",30
2016,"15002",25
2017,"15002",31
2018,"15002",38
2019,"15002",36
2020,"15002",35
2021,"15002",27
2022,"15002",35
2023,"15002",30
2024,"15002",30
2025,"15002",34
2011,"15003",6.785388169383
2012,"15003",17.4481410069849
2013,"15003",4.84670583527357
2014,"15003",6.785388169383
2015,"15003",7
2016,"15003",2
2017,"15003",4
2018,"15003",14
2019,"15003",14
2020,"15003",9
2021,"15003",17
2022,"15003",12
2023,"15003",12
2024,"15003",12
2025,"15003",19
2011,"15004",0.969341167054715
2012,"15004",2.90802350116414
2013,"15004",0
2014,"15004",1.93868233410943
2015,"15004",2
2016,"15004",4
2017,"15004",0
2018,"15004",3
2019,"15004",4
2020,"15004",1
2021,"15004",1
2022,"15004",4
2023,"15004",0
2024,"15004",0
2025,"15004",1
2011,"15005",21.3255056752037
2012,"15005",37.8043055151339
2013,"15005",33.926940846915
2014,"15005",31.0189173457509
2015,"15005",25
2016,"15005",25
2017,"15005",19
2018,"15005",28
2019,"15005",39
2020,"15005",42
2021,"15005",52
2022,"15005",46
2023,"15005",34
2024,"15005",47
2025,"15005",36
2011,"15006",0
2012,"15006",0
2013,"15006",0
2014,"15006",2.90802350116414
2015,"15006",0
2016,"15006",0
2017,"15006",1
2018,"15006",0
2019,"15006",0
2020,"15006",2
2021,"15006",0
2022,"15006",1
2023,"15006",2
2024,"15006",3
2025,"15006",2
2011,"15007",2.90802350116414
2012,"15007",3.87736466821886
2013,"15007",9.69341167054715
2014,"15007",0.969341167054715
2015,"15007",4
2016,"15007",3
2017,"15007",1
2018,"15007",5
2019,"15007",2
2020,"15007",1
2021,"15007",9
2022,"15007",5
2023,"15007",9
2024,"15007",4
2025,"15007",6
2011,"15008",3.87736466821886
2012,"15008",0.969341167054715
2013,"15008",3.87736466821886
2014,"15008",6.785388169383
2015,"15008",8
2016,"15008",2
2017,"15008",3
2018,"15008",6
2019,"15008",2
2020,"15008",1
2021,"15008",3
2022,"15008",6
2023,"15008",2
2024,"15008",1
2025,"15008",4
2011,"15009",13.570776338766
2012,"15009",19.3868233410943
2013,"15009",18.4174821740396
2014,"15009",32.9575996798603
2015,"15009",21
2016,"15009",7
2017,"15009",11
2018,"15009",10
2019,"15009",8
2020,"15009",19
2021,"15009",9
2022,"15009",14
2023,"15009",9
2024,"15009",12
2025,"15009",9
2011,"15010",4.84670583527357
2012,"15010",7.75472933643772
2013,"15010",3.87736466821886
2014,"15010",6.785388169383
2015,"15010",5
2016,"15010",4
2017,"15010",3
2018,"15010",9
2019,"15010",12
2020,"15010",4
2021,"15010",6
2022,"15010",10
2023,"15010",13
2024,"15010",23
2025,"15010",9
2011,"15011",9.69341167054715
2012,"15011",23.2641880093132
2013,"15011",6.785388169383
2014,"15011",14.5401175058207
2015,"15011",9
2016,"15011",11
2017,"15011",14
2018,"15011",14
2019,"15011",8
2020,"15011",8
2021,"15011",16
2022,"15011",16
2023,"15011",17
2024,"15011",20
2025,"15011",13
2011,"15012",4.84670583527357
2012,"15012",1.93868233410943
2013,"15012",2.90802350116414
2014,"15012",1.93868233410943
2015,"15012",3
2016,"15012",1
2017,"15012",0
2018,"15012",4
2019,"15012",6
2020,"15012",6
2021,"15012",1
2022,"15012",6
2023,"15012",0
2024,"15012",6
2025,"15012",2
2011,"15013",40.712329016298
2012,"15013",63.9765170256112
2013,"15013",94.995434371362
2014,"15013",97.9034578725262
2015,"15013",48
2016,"15013",69
2017,"15013",78
2018,"15013",79
2019,"15013",73
2020,"15013",70
2021,"15013",55
2022,"15013",53
2023,"15013",70
2024,"15013",111
2025,"15013",48
2011,"15014",29.0802350116414
2012,"15014",33.926940846915
2013,"15014",19.3868233410943
2014,"15014",5.81604700232829
2015,"15014",9
2016,"15014",4
2017,"15014",6
2018,"15014",16
2019,"15014",18
2020,"15014",22
2021,"15014",16
2022,"15014",31
2023,"15014",30
2024,"15014",22
2025,"15014",31
2011,"15015",1.93868233410943
2012,"15015",3.87736466821886
2013,"15015",0.969341167054715
2014,"15015",3.87736466821886
2015,"15015",6
2016,"15015",4
2017,"15015",3
2018,"15015",6
2019,"15015",4
2020,"15015",3
2021,"15015",3
2022,"15015",4
2023,"15015",4
2024,"15015",4
2025,"15015",5
2011,"15016",3.87736466821886
2012,"15016",5.81604700232829
2013,"15016",1.93868233410943
2014,"15016",15.5094586728754
2015,"15016",15
2016,"15016",14
2017,"15016",17
2018,"15016",14
2019,"15016",17
2020,"15016",8
2021,"15016",21
2022,"15016",24
2023,"15016",18
2024,"15016",23
2025,"15016",18
2011,"15017",0.969341167054715
2012,"15017",0.969341167054715
2013,"15017",0.969341167054715
2014,"15017",2.90802350116414
2015,"15017",3
2016,"15017",1
2017,"15017",0
2018,"15017",2
2019,"15017",2
2020,"15017",1
2021,"15017",0
2022,"15017",5
2023,"15017",1
2024,"15017",0
2025,"15017",0
2011,"15018",2.90802350116414
2012,"15018",12.6014351717113
2013,"15018",6.785388169383
2014,"15018",3.87736466821886
2015,"15018",2
2016,"15018",3
2017,"15018",7
2018,"15018",10
2019,"15018",6
2020,"15018",20
2021,"15018",7
2022,"15018",9
2023,"15018",12
2024,"15018",11
2025,"15018",6
2011,"15019",2.90802350116414
2012,"15019",2.90802350116414
2013,"15019",5.81604700232829
2014,"15019",0.969341167054715
2015,"15019",8
2016,"15019",3
2017,"15019",3
2018,"15019",3
2019,"15019",2
2020,"15019",6
2021,"15019",5
2022,"15019",7
2023,"15019",2
2024,"15019",3
2025,"15019",3
2011,"15020",23.2641880093132
2012,"15020",44.5896936845169
2013,"15020",47.497717185681
2014,"15020",46.5283760186263
2015,"15020",42
2016,"15020",45
2017,"15020",49
2018,"15020",40
2019,"15020",66
2020,"15020",44
2021,"15020",37
2022,"15020",42
2023,"15020",56
2024,"15020",50
2025,"15020",36
2011,"15021",4.84670583527357
2012,"15021",14.5401175058207
2013,"15021",4.84670583527357
2014,"15021",9.69341167054715
2015,"15021",3
2016,"15021",7
2017,"15021",2
2018,"15021",6
2019,"15021",10
2020,"15021",20
2021,"15021",14
2022,"15021",4
2023,"15021",8
2024,"15021",7
2025,"15021",5
2011,"15022",9.69341167054715
2012,"15022",9.69341167054715
2013,"15022",2.90802350116414
2014,"15022",5.81604700232829
2015,"15022",2
2016,"15022",2
2017,"15022",11
2018,"15022",9
2019,"15022",4
2020,"15022",3
2021,"15022",14
2022,"15022",12
2023,"15022",6
2024,"15022",10
2025,"15022",10
2011,"15023",16.4787998399302
2012,"15023",14.5401175058207
2013,"15023",16.4787998399302
2014,"15023",23.2641880093132
2015,"15023",25
2016,"15023",19
2017,"15023",25
2018,"15023",14
2019,"15023",26
2020,"15023",14
2021,"15023",31
2022,"15023",28
2023,"15023",51
2024,"15023",38
2025,"15023",40
2011,"15024",17.4481410069849
2012,"15024",30.0495761786962
2013,"15024",39.7429878492433
2014,"15024",37.8043055151339
2015,"15024",18
2016,"15024",21
2017,"15024",21
2018,"15024",34
2019,"15024",24
2020,"15024",31
2021,"15024",41
2022,"15024",48
2023,"15024",36
2024,"15024",22
2025,"15024",19
2011,"15025",88.210046201979
2012,"15025",112.443575378347
2013,"15025",101.780822540745
2014,"15025",73.6699286961583
2015,"15025",77
2016,"15025",61
2017,"15025",94
2018,"15025",96
2019,"15025",96
2020,"15025",94
2021,"15025",84
2022,"15025",99
2023,"15025",86
2024,"15025",103
2025,"15025",91
2011,"15026",0.969341167054715
2012,"15026",3.87736466821886
2013,"15026",1.93868233410943
2014,"15026",2.90802350116414
2015,"15026",1
2016,"15026",2
2017,"15026",1
2018,"15026",3
2019,"15026",2
2020,"15026",4
2021,"15026",6
2022,"15026",4
2023,"15026",8
2024,"15026",5
2025,"15026",5
2011,"15027",0.969341167054715
2012,"15027",2.90802350116414
2013,"15027",0.969341167054715
2014,"15027",0.969341167054715
2015,"15027",0
2016,"15027",0
2017,"15027",1
2018,"15027",2
2019,"15027",2
2020,"15027",3
2021,"15027",1
2022,"15027",1
2023,"15027",3
2024,"15027",0
2025,"15027",1
2011,"15028",1.93868233410943
2012,"15028",0.969341167054715
2013,"15028",4.84670583527357
2014,"15028",4.84670583527357
2015,"15028",7
2016,"15028",4
2017,"15028",4
2018,"15028",5
2019,"15028",5
2020,"15028",2
2021,"15028",1
2022,"15028",5
2023,"15028",5
2024,"15028",8
2025,"15028",2
2011,"15029",14.5401175058207
2012,"15029",25.2028703434226
2013,"15029",36.8349643480792
2014,"15029",32.9575996798603
2015,"15029",43
2016,"15029",37
2017,"15029",29
2018,"15029",40
2019,"15029",26
2020,"15029",47
2021,"15029",33
2022,"15029",25
2023,"15029",41
2024,"15029",37
2025,"15029",35
2011,"15030",5.81604700232829
2012,"15030",4.84670583527357
2013,"15030",1.93868233410943
2014,"15030",3.87736466821886
2015,"15030",0
2016,"15030",0
2017,"15030",6
2018,"15030",3
2019,"15030",4
2020,"15030",2
2021,"15030",3
2022,"15030",5
2023,"15030",4
2024,"15030",0
2025,"15030",1
2011,"15031",52.3444230209546
2012,"15031",94.0260932043073
2013,"15031",153.155904394645
2014,"15031",153.155904394645
2015,"15031",172
2016,"15031",158
2017,"15031",160
2018,"15031",133
2019,"15031",125
2020,"15031",149
2021,"15031",147
2022,"15031",140
2023,"15031",171
2024,"15031",120
2025,"15031",86
2011,"15032",3.87736466821886
2012,"15032",11.6320940046566
2013,"15032",4.84670583527357
2014,"15032",4.84670583527357
2015,"15032",7
2016,"15032",5
2017,"15032",0
2018,"15032",7
2019,"15032",14
2020,"15032",14
2021,"15032",5
2022,"15032",4
2023,"15032",6
2024,"15032",6
2025,"15032",6
2011,"15033",414.878019499418
2012,"15033",537.015006548312
2013,"15033",511.812136204889
2014,"15033",576.757994397555
2015,"15033",440
2016,"15033",390
2017,"15033",398
2018,"15033",391
2019,"15033",395
2020,"15033",338
2021,"15033",334
2022,"15033",312
2023,"15033",320
2024,"15033",292
2025,"15033",214
2011,"15034",0
2012,"15034",0.969341167054715
2013,"15034",0
2014,"15034",0.969341167054715
2015,"15034",1
2016,"15034",1
2017,"15034",2
2018,"15034",0
2019,"15034",2
2020,"15034",0
2021,"15034",3
2022,"15034",2
2023,"15034",3
2024,"15034",2
2025,"15034",1
2011,"15035",13.570776338766
2012,"15035",26.1722115104773
2013,"15035",37.8043055151339
2014,"15035",35.8656231810244
2015,"15035",35
2016,"15035",33
2017,"15035",48
2018,"15035",69
2019,"15035",51
